REF_DATE,GEO,DGUID,Inequality measures (5),Coordinate,Year (2):2020[1],Symbol,Year (2):2015[2],Symbol
2021,Norfolk-Treherne,2021A00054608032,Gini index on adjusted household total income,2971.3,0.304,,0.320,
2021,Norfolk-Treherne,2021A00054608032,Gini index on adjusted household after-tax income,2971.4,0.263,,0.284,
2021,Norfolk-Treherne,2021A00054608032,P90/P10 ratio on adjusted household after-tax income,2971.5,3.3,,3.6,
2021,Victoria,2021A00054608042,Total - Population in private households,2972.1,1050,,0,...
2021,Victoria,2021A00054608042,Gini index on adjusted household market income,2972.2,0.417,,0,...
2021,Victoria,2021A00054608042,Gini index on adjusted household total income,2972.3,0.295,,0,...
2021,Victoria,2021A00054608042,Gini index on adjusted household after-tax income,2972.4,0.258,,0,...
2021,Victoria,2021A00054608042,P90/P10 ratio on adjusted household after-tax income,2972.5,3.3,,0,...
2021,North Norfolk,2021A00054608046,Total - Population in private households,2973.1,3505,,3410,
2021,North Norfolk,2021A00054608046,Gini index on adjusted household market income,2973.2,0.416,,0.410,
2021,North Norfolk,2021A00054608046,Gini index on adjusted household total income,2973.3,0.308,,0.325,
2021,North Norfolk,2021A00054608046,Gini index on adjusted household after-tax income,2973.4,0.270,,0.286,
2021,North Norfolk,2021A00054608046,P90/P10 ratio on adjusted household after-tax income,2973.5,3.3,,3.5,
2021,Glenella-Lansdowne,2021A00054608055,Total - Population in private households,2974.1,955,,1000,
2021,Glenella-Lansdowne,2021A00054608055,Gini index on adjusted household market income,2974.2,0.450,,0.431,
2021,Glenella-Lansdowne,2021A00054608055,Gini index on adjusted household total income,2974.3,0.296,,0.333,
2021,Glenella-Lansdowne,2021A00054608055,Gini index on adjusted household after-tax income,2974.4,0.257,,0.303,
2021,Glenella-Lansdowne,2021A00054608055,P90/P10 ratio on adjusted household after-tax income,2974.5,3.2,,4.3,
2021,WestLake-Gladstone,2021A00054608060,Total - Population in private households,2975.1,2655,,2535,
2021,WestLake-Gladstone,2021A00054608060,Gini index on adjusted household market income,2975.2,0.434,,0.440,
2021,WestLake-Gladstone,2021A00054608060,Gini index on adjusted household total income,2975.3,0.311,,0.336,
2021,WestLake-Gladstone,2021A00054608060,Gini index on adjusted household after-tax income,2975.4,0.280,,0.303,
2021,WestLake-Gladstone,2021A00054608060,P90/P10 ratio on adjusted household after-tax income,2975.5,3.8,,4.3,
2021,Sandy Bay 5,2021A00054608069,Total - Population in private households,2976.1,2595,,2515,
2021,Sandy Bay 5,2021A00054608069,Gini index on adjusted household market income,2976.2,0.707,,0.746,
2021,Sandy Bay 5,2021A00054608069,Gini index on adjusted household total income,2976.3,0.311,,0.452,
2021,Sandy Bay 5,2021A00054608069,Gini index on adjusted household after-tax income,2976.4,0.308,,0.450,
2021,Sandy Bay 5,2021A00054608069,P90/P10 ratio on adjusted household after-tax income,2976.5,4.5,,11.7,
2021,Division No.  9,2021A00034609,Total - Population in private households,2977.1,22330,,22370,
2021,Division No.  9,2021A00034609,Gini index on adjusted household market income,2977.2,0.446,,0.438,
2021,Division No.  9,2021A00034609,Gini index on adjusted household total income,2977.3,0.312,,0.345,
2021,Division No.  9,2021A00034609,Gini index on adjusted household after-tax income,2977.4,0.276,,0.310,
2021,Division No.  9,2021A00034609,P90/P10 ratio on adjusted household after-tax income,2977.5,3.6,,4.8,
2021,Grey,2021A00054609018,Total - Population in private households,2978.1,2415,,2455,
2021,Grey,2021A00054609018,Gini index on adjusted household market income,2978.2,0.400,,0.386,
2021,Grey,2021A00054609018,Gini index on adjusted household total income,2978.3,0.294,,0.306,
2021,Grey,2021A00054609018,Gini index on adjusted household after-tax income,2978.4,0.260,,0.280,
2021,Grey,2021A00054609018,P90/P10 ratio on adjusted household after-tax income,2978.5,3.1,,3.6,
2021,Portage la Prairie,2021A00054609024,Total - Population in private households,2979.1,5420,,5685,
2021,Portage la Prairie,2021A00054609024,Gini index on adjusted household market income,2979.2,0.360,,0.370,
2021,Portage la Prairie,2021A00054609024,Gini index on adjusted household total income,2979.3,0.270,,0.301,
2021,Portage la Prairie,2021A00054609024,Gini index on adjusted household after-tax income,2979.4,0.239,,0.270,
2021,Portage la Prairie,2021A00054609024,P90/P10 ratio on adjusted household after-tax income,2979.5,2.9,,3.5,
2021,Long Plain 6,2021A00054609025,Total - Population in private households,2980.1,1335,,1230,
2021,Long Plain 6,2021A00054609025,Gini index on adjusted household market income,2980.2,0.676,,0.674,
2021,Long Plain 6,2021A00054609025,Gini index on adjusted household total income,2980.3,0.320,,0.428,
2021,Long Plain 6,2021A00054609025,Gini index on adjusted household after-tax income,2980.4,0.315,,0.425,
2021,Long Plain 6,2021A00054609025,P90/P10 ratio on adjusted household after-tax income,2980.5,4.6,,9.1,
2021,Dakota Plains 6A,2021A00054609026,Total - Population in private households,2981.1,,x,,x
2021,Dakota Plains 6A,2021A00054609026,Gini index on adjusted household market income,2981.2,,x,,x
2021,Dakota Plains 6A,2021A00054609026,Gini index on adjusted household total income,2981.3,,x,,x
2021,Dakota Plains 6A,2021A00054609026,Gini index on adjusted household after-tax income,2981.4,,x,,x
2021,Dakota Plains 6A,2021A00054609026,P90/P10 ratio on adjusted household after-tax income,2981.5,,x,,x
2021,Dakota Tipi 1,2021A00054609027,Total - Population in private households,2982.1,,x,,x
2021,Dakota Tipi 1,2021A00054609027,Gini index on adjusted household market income,2982.2,,x,,x
2021,Dakota Tipi 1,2021A00054609027,Gini index on adjusted household total income,2982.3,,x,,x
2021,Dakota Tipi 1,2021A00054609027,Gini index on adjusted household after-tax income,2982.4,,x,,x
2021,Dakota Tipi 1,2021A00054609027,P90/P10 ratio on adjusted household after-tax income,2982.5,,x,,x
2021,Portage la Prairie,2021A00054609029,Total - Population in private households,2983.1,12830,,12765,
2021,Portage la Prairie,2021A00054609029,Gini index on adjusted household market income,2983.2,0.448,,0.437,
2021,Portage la Prairie,2021A00054609029,Gini index on adjusted household total income,2983.3,0.312,,0.337,
2021,Portage la Prairie,2021A00054609029,Gini index on adjusted household after-tax income,2983.4,0.275,,0.301,
2021,Portage la Prairie,2021A00054609029,P90/P10 ratio on adjusted household after-tax income,2983.5,3.5,,4.3,
2021,Long Plain,2021A00054609030,Total - Population in private households,2984.1,,x,0,...
2021,Long Plain,2021A00054609030,Gini index on adjusted household market income,2984.2,,x,0,...
2021,Long Plain,2021A00054609030,Gini index on adjusted household total income,2984.3,,x,0,...
2021,Long Plain,2021A00054609030,Gini index on adjusted household after-tax income,2984.4,,x,0,...
2021,Long Plain,2021A00054609030,P90/P10 ratio on adjusted household after-tax income,2984.5,,x,0,...
2021,Division No. 10,2021A00034610,Total - Population in private households,2985.1,11465,,10450,
2021,Division No. 10,2021A00034610,Gini index on adjusted household market income,2985.2,0.344,,0.341,
2021,Division No. 10,2021A00034610,Gini index on adjusted household total income,2985.3,0.286,,0.304,
2021,Division No. 10,2021A00034610,Gini index on adjusted household after-tax income,2985.4,0.248,,0.270,
2021,Division No. 10,2021A00034610,P90/P10 ratio on adjusted household after-tax income,2985.5,3.1,,3.4,
2021,Macdonald,2021A00054610035,Total - Population in private households,2986.1,7905,,6935,
2021,Macdonald,2021A00054610035,Gini index on adjusted household market income,2986.2,0.335,,0.331,
2021,Macdonald,2021A00054610035,Gini index on adjusted household total income,2986.3,0.283,,0.297,
2021,Macdonald,2021A00054610035,Gini index on adjusted household after-tax income,2986.4,0.243,,0.262,
2021,Macdonald,2021A00054610035,P90/P10 ratio on adjusted household after-tax income,2986.5,3.0,,3.2,
2021,Cartier,2021A00054610043,Total - Population in private households,2987.1,2160,,2155,
2021,Cartier,2021A00054610043,Gini index on adjusted household market income,2987.2,0.362,,0.354,
2021,Cartier,2021A00054610043,Gini index on adjusted household total income,2987.3,0.288,,0.305,
2021,Cartier,2021A00054610043,Gini index on adjusted household after-tax income,2987.4,0.256,,0.271,
2021,Cartier,2021A00054610043,P90/P10 ratio on adjusted household after-tax income,2987.5,3.2,,3.5,
2021,St. François Xavier,2021A00054610052,Total - Population in private households,2988.1,1400,,1365,
2021,St. François Xavier,2021A00054610052,Gini index on adjusted household market income,2988.2,0.334,,0.351,
2021,St. François Xavier,2021A00054610052,Gini index on adjusted household total income,2988.3,0.272,,0.310,
2021,St. François Xavier,2021A00054610052,Gini index on adjusted household after-tax income,2988.4,0.241,,0.279,
2021,St. François Xavier,2021A00054610052,P90/P10 ratio on adjusted household after-tax income,2988.5,3.0,,3.8,
2021,Division No. 11,2021A00034611,Total - Population in private households,2989.1,740335,,693030,
2021,Division No. 11,2021A00034611,Gini index on adjusted household market income,2989.2,0.444,,0.440,
2021,Division No. 11,2021A00034611,Gini index on adjusted household total income,2989.3,0.334,,0.371,
2021,Division No. 11,2021A00034611,Gini index on adjusted household after-tax income,2989.4,0.290,,0.327,
2021,Division No. 11,2021A00034611,P90/P10 ratio on adjusted household after-tax income,2989.5,3.6,,4.4,
2021,Winnipeg,2021A00054611040,Total - Population in private households,2990.1,736660,,690005,
2021,Winnipeg,2021A00054611040,Gini index on adjusted household market income,2990.2,0.443,,0.439,
2021,Winnipeg,2021A00054611040,Gini index on adjusted household total income,2990.3,0.333,,0.370,
2021,Winnipeg,2021A00054611040,Gini index on adjusted household after-tax income,2990.4,0.290,,0.326,
2021,Winnipeg,2021A00054611040,P90/P10 ratio on adjusted household after-tax income,2990.5,3.6,,4.4,
2021,Headingley,2021A00054611042,Total - Population in private households,2991.1,3675,,3025,
2021,Headingley,2021A00054611042,Gini index on adjusted household market income,2991.2,0.421,,0.432,
2021,Headingley,2021A00054611042,Gini index on adjusted household total income,2991.3,0.369,,0.400,
2021,Headingley,2021A00054611042,Gini index on adjusted household after-tax income,2991.4,0.316,,0.345,
2021,Headingley,2021A00054611042,P90/P10 ratio on adjusted household after-tax income,2991.5,3.7,,4.4,
2021,Division No. 12,2021A00034612,Total - Population in private households,2992.1,24375,,23265,
2021,Division No. 12,2021A00034612,Gini index on adjusted household market income,2992.2,0.368,,0.372,
2021,Division No. 12,2021A00034612,Gini index on adjusted household total income,2992.3,0.287,,0.314,
2021,Division No. 12,2021A00034612,Gini index on adjusted household after-tax income,2992.4,0.252,,0.277,
2021,Division No. 12,2021A00034612,P90/P10 ratio on adjusted household after-tax income,2992.5,3.2,,3.5,
2021,Springfield,2021A00054612047,Total - Population in private households,2993.1,15750,,15030,
2021,Springfield,2021A00054612047,Gini index on adjusted household market income,2993.2,0.354,,0.362,
2021,Springfield,2021A00054612047,Gini index on adjusted household total income,2993.3,0.284,,0.314,
2021,Springfield,2021A00054612047,Gini index on adjusted household after-tax income,2993.4,0.249,,0.276,
2021,Springfield,2021A00054612047,P90/P10 ratio on adjusted household after-tax income,2993.5,3.1,,3.3,
2021,Brokenhead,2021A00054612054,Total - Population in private households,2994.1,5410,,5115,
2021,Brokenhead,2021A00054612054,Gini index on adjusted household market income,2994.2,0.366,,0.353,
2021,Brokenhead,2021A00054612054,Gini index on adjusted household total income,2994.3,0.278,,0.289,
2021,Brokenhead,2021A00054612054,Gini index on adjusted household after-tax income,2994.4,0.245,,0.257,
2021,Brokenhead,2021A00054612054,P90/P10 ratio on adjusted household after-tax income,2994.5,3.1,,3.4,
2021,Beausejour,2021A00054612056,Total - Population in private households,2995.1,3210,,3115,
2021,Beausejour,2021A00054612056,Gini index on adjusted household market income,2995.2,0.403,,0.408,
2021,Beausejour,2021A00054612056,Gini index on adjusted household total income,2995.3,0.281,,0.304,
2021,Beausejour,2021A00054612056,Gini index on adjusted household after-tax income,2995.4,0.245,,0.268,
2021,Beausejour,2021A00054612056,P90/P10 ratio on adjusted household after-tax income,2995.5,3.3,,3.6,
2021,Division No. 13,2021A00034613,Total - Population in private households,2996.1,50525,,47835,
2021,Division No. 13,2021A00034613,Gini index on adjusted household market income,2996.2,0.429,,0.419,
2021,Division No. 13,2021A00034613,Gini index on adjusted household total income,2996.3,0.340,,0.360,
2021,Division No. 13,2021A00034613,Gini index on adjusted household after-tax income,2996.4,0.294,,0.313,
2021,Division No. 13,2021A00034613,P90/P10 ratio on adjusted household after-tax income,2996.5,3.6,,3.9,
2021,East St. Paul,2021A00054613032,Total - Population in private households,2997.1,9725,,9375,
2021,East St. Paul,2021A00054613032,Gini index on adjusted household market income,2997.2,0.428,,0.427,
2021,East St. Paul,2021A00054613032,Gini index on adjusted household total income,2997.3,0.371,,0.391,
2021,East St. Paul,2021A00054613032,Gini index on adjusted household after-tax income,2997.4,0.322,,0.336,
2021,East St. Paul,2021A00054613032,P90/P10 ratio on adjusted household after-tax income,2997.5,3.5,,3.7,
2021,West St. Paul,2021A00054613037,Total - Population in private households,2998.1,6490,,5145,
2021,West St. Paul,2021A00054613037,Gini index on adjusted household market income,2998.2,0.346,,0.340,
2021,West St. Paul,2021A00054613037,Gini index on adjusted household total income,2998.3,0.277,,0.295,
2021,West St. Paul,2021A00054613037,Gini index on adjusted household after-tax income,2998.4,0.243,,0.257,
2021,West St. Paul,2021A00054613037,P90/P10 ratio on adjusted household after-tax income,2998.5,3.0,,2.9,
2021,St. Andrews,2021A00054613043,Total - Population in private households,2999.1,11555,,11755,
2021,St. Andrews,2021A00054613043,Gini index on adjusted household market income,2999.2,0.382,,0.366,
2021,St. Andrews,2021A00054613043,Gini index on adjusted household total income,2999.3,0.302,,0.313,
2021,St. Andrews,2021A00054613043,Gini index on adjusted household after-tax income,2999.4,0.262,,0.276,
2021,St. Andrews,2021A00054613043,P90/P10 ratio on adjusted household after-tax income,2999.5,3.2,,3.5,
2021,Selkirk,2021A00054613047,Total - Population in private households,3000.1,9935,,9550,
2021,Selkirk,2021A00054613047,Gini index on adjusted household market income,3000.2,0.463,,0.428,
2021,Selkirk,2021A00054613047,Gini index on adjusted household total income,3000.3,0.314,,0.324,
2021,Selkirk,2021A00054613047,Gini index on adjusted household after-tax income,3000.4,0.276,,0.289,
2021,Selkirk,2021A00054613047,P90/P10 ratio on adjusted household after-tax income,3000.5,3.6,,4.2,
2021,Dunnottar,2021A00054613049,Total - Population in private households,3001.1,990,,765,
2021,Dunnottar,2021A00054613049,Gini index on adjusted household market income,3001.2,0.446,,0.577,
2021,Dunnottar,2021A00054613049,Gini index on adjusted household total income,3001.3,0.324,,0.472,
2021,Dunnottar,2021A00054613049,Gini index on adjusted household after-tax income,3001.4,0.290,,0.406,
2021,Dunnottar,2021A00054613049,P90/P10 ratio on adjusted household after-tax income,3001.5,3.7,,3.6,
2021,St. Clements,2021A00054613056,Total - Population in private households,3002.1,11405,,10735,
2021,St. Clements,2021A00054613056,Gini index on adjusted household market income,3002.2,0.400,,0.380,
2021,St. Clements,2021A00054613056,Gini index on adjusted household total income,3002.3,0.312,,0.321,
2021,St. Clements,2021A00054613056,Gini index on adjusted household after-tax income,3002.4,0.271,,0.282,
2021,St. Clements,2021A00054613056,P90/P10 ratio on adjusted household after-tax income,3002.5,3.4,,3.6,
2021,Brokenhead 4,2021A00054613062,Total - Population in private households,3003.1,435,,515,
2021,Brokenhead 4,2021A00054613062,Gini index on adjusted household market income,3003.2,0.520,,0.534,
2021,Brokenhead 4,2021A00054613062,Gini index on adjusted household total income,3003.3,0.330,,0.384,
2021,Brokenhead 4,2021A00054613062,Gini index on adjusted household after-tax income,3003.4,0.324,,0.380,
2021,Brokenhead 4,2021A00054613062,P90/P10 ratio on adjusted household after-tax income,3003.5,4.8,,9.4,
2021,Division No. 14,2021A00034614,Total - Population in private households,3004.1,17795,,17080,
2021,Division No. 14,2021A00034614,Gini index on adjusted household market income,3004.2,0.379,,0.356,
2021,Division No. 14,2021A00034614,Gini index on adjusted household total income,3004.3,0.296,,0.299,
2021,Division No. 14,2021A00034614,Gini index on adjusted household after-tax income,3004.4,0.260,,0.264,
2021,Division No. 14,2021A00034614,P90/P10 ratio on adjusted household after-tax income,3004.5,3.4,,3.5,
2021,Rosser,2021A00054614015,Total - Population in private households,3005.1,1070,,1195,
2021,Rosser,2021A00054614015,Gini index on adjusted household market income,3005.2,0.374,,0.361,
2021,Rosser,2021A00054614015,Gini index on adjusted household total income,3005.3,0.295,,0.313,
2021,Rosser,2021A00054614015,Gini index on adjusted household after-tax income,3005.4,0.259,,0.282,
2021,Rosser,2021A00054614015,P90/P10 ratio on adjusted household after-tax income,3005.5,3.2,,3.4,
2021,Woodlands,2021A00054614031,Total - Population in private households,3006.1,3460,,3205,
2021,Woodlands,2021A00054614031,Gini index on adjusted household market income,3006.2,0.386,,0.360,
2021,Woodlands,2021A00054614031,Gini index on adjusted household total income,3006.3,0.297,,0.300,
2021,Woodlands,2021A00054614031,Gini index on adjusted household after-tax income,3006.4,0.261,,0.263,
2021,Woodlands,2021A00054614031,P90/P10 ratio on adjusted household after-tax income,3006.5,3.3,,3.6,
2021,Rockwood,2021A00054614036,Total - Population in private households,3007.1,7125,,6920,
2021,Rockwood,2021A00054614036,Gini index on adjusted household market income,3007.2,0.366,,0.356,
2021,Rockwood,2021A00054614036,Gini index on adjusted household total income,3007.3,0.288,,0.300,
2021,Rockwood,2021A00054614036,Gini index on adjusted household after-tax income,3007.4,0.256,,0.265,
2021,Rockwood,2021A00054614036,P90/P10 ratio on adjusted household after-tax income,3007.5,3.3,,3.4,
2021,Stonewall,2021A00054614039,Total - Population in private households,3008.1,4990,,4590,
2021,Stonewall,2021A00054614039,Gini index on adjusted household market income,3008.2,0.360,,0.323,
2021,Stonewall,2021A00054614039,Gini index on adjusted household total income,3008.3,0.283,,0.276,
2021,Stonewall,2021A00054614039,Gini index on adjusted household after-tax income,3008.4,0.248,,0.245,
2021,Stonewall,2021A00054614039,P90/P10 ratio on adjusted household after-tax income,3008.5,3.2,,3.1,
2021,Teulon,2021A00054614042,Total - Population in private households,3009.1,1145,,1160,
2021,Teulon,2021A00054614042,Gini index on adjusted household market income,3009.2,0.497,,0.436,
2021,Teulon,2021A00054614042,Gini index on adjusted household total income,3009.3,0.365,,0.319,
2021,Teulon,2021A00054614042,Gini index on adjusted household after-tax income,3009.4,0.311,,0.274,
2021,Teulon,2021A00054614042,P90/P10 ratio on adjusted household after-tax income,3009.5,3.4,,3.4,
2021,Division No. 15,2021A00034615,Total - Population in private households,3010.1,22180,,20060,
2021,Division No. 15,2021A00034615,Gini index on adjusted household market income,3010.2,0.414,,0.423,
2021,Division No. 15,2021A00034615,Gini index on adjusted household total income,3010.3,0.297,,0.335,
2021,Division No. 15,2021A00034615,Gini index on adjusted household after-tax income,3010.4,0.264,,0.298,
2021,Division No. 15,2021A00034615,P90/P10 ratio on adjusted household after-tax income,3010.5,3.4,,4.1,
2021,Neepawa,2021A00054615020,Total - Population in private households,3011.1,5550,,4340,
2021,Neepawa,2021A00054615020,Gini index on adjusted household market income,3011.2,0.325,,0.344,
2021,Neepawa,2021A00054615020,Gini index on adjusted household total income,3011.3,0.245,,0.278,
2021,Neepawa,2021A00054615020,Gini index on adjusted household after-tax income,3011.4,0.225,,0.251,
2021,Neepawa,2021A00054615020,P90/P10 ratio on adjusted household after-tax income,3011.5,3.0,,3.2,
2021,Oakview,2021A00054615032,Total - Population in private households,3012.1,1860,,1540,
2021,Oakview,2021A00054615032,Gini index on adjusted household market income,3012.2,0.391,,0.390,
2021,Oakview,2021A00054615032,Gini index on adjusted household total income,3012.3,0.283,,0.320,
2021,Oakview,2021A00054615032,Gini index on adjusted household after-tax income,3012.4,0.253,,0.284,
2021,Oakview,2021A00054615032,P90/P10 ratio on adjusted household after-tax income,3012.5,3.4,,3.9,
2021,Hamiota,2021A00054615037,Total - Population in private households,3013.1,1205,,1185,
2021,Hamiota,2021A00054615037,Gini index on adjusted household market income,3013.2,0.372,,0.396,
2021,Hamiota,2021A00054615037,Gini index on adjusted household total income,3013.3,0.264,,0.304,
2021,Hamiota,2021A00054615037,Gini index on adjusted household after-tax income,3013.4,0.235,,0.268,
2021,Hamiota,2021A00054615037,P90/P10 ratio on adjusted household after-tax income,3013.5,3.0,,3.3,
2021,Birdtail Creek 57,2021A00054615042,Total - Population in private households,3014.1,455,,410,
2021,Birdtail Creek 57,2021A00054615042,Gini index on adjusted household market income,3014.2,0.750,,0.810,
2021,Birdtail Creek 57,2021A00054615042,Gini index on adjusted household total income,3014.3,0.316,,0.374,
2021,Birdtail Creek 57,2021A00054615042,Gini index on adjusted household after-tax income,3014.4,0.316,,0.374,
2021,Birdtail Creek 57,2021A00054615042,P90/P10 ratio on adjusted household after-tax income,3014.5,5.0,,8.4,
2021,Ellice-Archie,2021A00054615047,Total - Population in private households,3015.1,830,,880,
2021,Ellice-Archie,2021A00054615047,Gini index on adjusted household market income,3015.2,0.383,,0.388,
2021,Ellice-Archie,2021A00054615047,Gini index on adjusted household total income,3015.3,0.300,,0.328,
2021,Ellice-Archie,2021A00054615047,Gini index on adjusted household after-tax income,3015.4,0.264,,0.291,
2021,Ellice-Archie,2021A00054615047,P90/P10 ratio on adjusted household after-tax income,3015.5,3.6,,4.2,
2021,Gambler 63 (Part),2021A00054615049,Total - Population in private households,3016.1,,x,0,...
2021,Gambler 63 (Part),2021A00054615049,Gini index on adjusted household market income,3016.2,,x,0,...
2021,Gambler 63 (Part),2021A00054615049,Gini index on adjusted household total income,3016.3,,x,0,...
2021,Gambler 63 (Part),2021A00054615049,Gini index on adjusted household after-tax income,3016.4,,x,0,...
2021,Gambler 63 (Part),2021A00054615049,P90/P10 ratio on adjusted household after-tax income,3016.5,,x,0,...
2021,Prairie View,2021A00054615056,Total - Population in private households,3017.1,1930,,1930,
2021,Prairie View,2021A00054615056,Gini index on adjusted household market income,3017.2,0.395,,0.393,
2021,Prairie View,2021A00054615056,Gini index on adjusted household total income,3017.3,0.294,,0.313,
2021,Prairie View,2021A00054615056,Gini index on adjusted household after-tax income,3017.4,0.260,,0.277,
2021,Prairie View,2021A00054615056,P90/P10 ratio on adjusted household after-tax income,3017.5,3.5,,4.0,
2021,Yellowhead,2021A00054615063,Total - Population in private households,3018.1,1805,,1900,
2021,Yellowhead,2021A00054615063,Gini index on adjusted household market income,3018.2,0.441,,0.443,
2021,Yellowhead,2021A00054615063,Gini index on adjusted household total income,3018.3,0.307,,0.334,
2021,Yellowhead,2021A00054615063,Gini index on adjusted household after-tax income,3018.4,0.266,,0.295,
2021,Yellowhead,2021A00054615063,P90/P10 ratio on adjusted household after-tax income,3018.5,3.4,,3.8,
2021,Keeseekoowenin 61,2021A00054615067,Total - Population in private households,3019.1,470,,385,
2021,Keeseekoowenin 61,2021A00054615067,Gini index on adjusted household market income,3019.2,0.578,,0.640,
2021,Keeseekoowenin 61,2021A00054615067,Gini index on adjusted household total income,3019.3,0.300,,0.436,
2021,Keeseekoowenin 61,2021A00054615067,Gini index on adjusted household after-tax income,3019.4,0.298,,0.432,
2021,Keeseekoowenin 61,2021A00054615067,P90/P10 ratio on adjusted household after-tax income,3019.5,4.4,,61.2,
2021,Harrison Park,2021A00054615070,Total - Population in private households,3020.1,1810,,1575,
2021,Harrison Park,2021A00054615070,Gini index on adjusted household market income,3020.2,0.440,,0.447,
2021,Harrison Park,2021A00054615070,Gini index on adjusted household total income,3020.3,0.326,,0.354,
2021,Harrison Park,2021A00054615070,Gini index on adjusted household after-tax income,3020.4,0.285,,0.309,
2021,Harrison Park,2021A00054615070,P90/P10 ratio on adjusted household after-tax income,3020.5,3.5,,4.1,
2021,Rolling River 67,2021A00054615071,Total - Population in private households,3021.1,380,,360,
2021,Rolling River 67,2021A00054615071,Gini index on adjusted household market income,3021.2,0.572,,0.494,
2021,Rolling River 67,2021A00054615071,Gini index on adjusted household total income,3021.3,0.304,,0.376,
2021,Rolling River 67,2021A00054615071,Gini index on adjusted household after-tax income,3021.4,0.297,,0.372,
2021,Rolling River 67,2021A00054615071,P90/P10 ratio on adjusted household after-tax income,3021.5,4.4,,10.8,
2021,Rolling River 67B,2021A00054615072,Total - Population in private households,3022.1,,x,,x
2021,Rolling River 67B,2021A00054615072,Gini index on adjusted household market income,3022.2,,x,,x
2021,Rolling River 67B,2021A00054615072,Gini index on adjusted household total income,3022.3,,x,,x
2021,Rolling River 67B,2021A00054615072,Gini index on adjusted household after-tax income,3022.4,,x,,x
2021,Rolling River 67B,2021A00054615072,P90/P10 ratio on adjusted household after-tax income,3022.5,,x,,x
2021,Minto-Odanah,2021A00054615074,Total - Population in private households,3023.1,1015,,960,
2021,Minto-Odanah,2021A00054615074,Gini index on adjusted household market income,3023.2,0.370,,0.388,
2021,Minto-Odanah,2021A00054615074,Gini index on adjusted household total income,3023.3,0.284,,0.315,
2021,Minto-Odanah,2021A00054615074,Gini index on adjusted household after-tax income,3023.4,0.250,,0.282,
2021,Minto-Odanah,2021A00054615074,P90/P10 ratio on adjusted household after-tax income,3023.5,3.0,,3.7,
2021,Minnedosa,2021A00054615075,Total - Population in private households,3024.1,2565,,2375,
2021,Minnedosa,2021A00054615075,Gini index on adjusted household market income,3024.2,0.432,,0.420,
2021,Minnedosa,2021A00054615075,Gini index on adjusted household total income,3024.3,0.299,,0.318,
2021,Minnedosa,2021A00054615075,Gini index on adjusted household after-tax income,3024.4,0.258,,0.278,
2021,Minnedosa,2021A00054615075,P90/P10 ratio on adjusted household after-tax income,3024.5,3.2,,3.7,
2021,Rosedale,2021A00054615078,Total - Population in private households,3025.1,1255,,1335,
2021,Rosedale,2021A00054615078,Gini index on adjusted household market income,3025.2,0.454,,0.461,
2021,Rosedale,2021A00054615078,Gini index on adjusted household total income,3025.3,0.321,,0.359,
2021,Rosedale,2021A00054615078,Gini index on adjusted household after-tax income,3025.4,0.282,,0.316,
2021,Rosedale,2021A00054615078,P90/P10 ratio on adjusted household after-tax income,3025.5,3.4,,4.2,
2021,Clanwilliam-Erickson,2021A00054615092,Total - Population in private households,3026.1,985,,830,
2021,Clanwilliam-Erickson,2021A00054615092,Gini index on adjusted household market income,3026.2,0.448,,0.416,
2021,Clanwilliam-Erickson,2021A00054615092,Gini index on adjusted household total income,3026.3,0.309,,0.311,
2021,Clanwilliam-Erickson,2021A00054615092,Gini index on adjusted household after-tax income,3026.4,0.280,,0.278,
2021,Clanwilliam-Erickson,2021A00054615092,P90/P10 ratio on adjusted household after-tax income,3026.5,3.4,,3.5,
2021,Division No. 16,2021A00034616,Total - Population in private households,3027.1,9800,,9635,
2021,Division No. 16,2021A00034616,Gini index on adjusted household market income,3027.2,0.514,,0.520,
2021,Division No. 16,2021A00034616,Gini index on adjusted household total income,3027.3,0.354,,0.409,
2021,Division No. 16,2021A00034616,Gini index on adjusted household after-tax income,3027.4,0.310,,0.364,
2021,Division No. 16,2021A00034616,P90/P10 ratio on adjusted household after-tax income,3027.5,4.3,,6.3,
2021,Rossburn,2021A00054616005,Total - Population in private households,3028.1,945,,945,
2021,Rossburn,2021A00054616005,Gini index on adjusted household market income,3028.2,0.482,,0.498,
2021,Rossburn,2021A00054616005,Gini index on adjusted household total income,3028.3,0.325,,0.362,
2021,Rossburn,2021A00054616005,Gini index on adjusted household after-tax income,3028.4,0.284,,0.322,
2021,Rossburn,2021A00054616005,P90/P10 ratio on adjusted household after-tax income,3028.5,3.8,,4.6,
2021,Waywayseecappo First Nation,2021A00054616017,Total - Population in private households,3029.1,1410,,1365,
2021,Waywayseecappo First Nation,2021A00054616017,Gini index on adjusted household market income,3029.2,0.686,,0.686,
2021,Waywayseecappo First Nation,2021A00054616017,Gini index on adjusted household total income,3029.3,0.344,,0.453,
2021,Waywayseecappo First Nation,2021A00054616017,Gini index on adjusted household after-tax income,3029.4,0.341,,0.448,
2021,Waywayseecappo First Nation,2021A00054616017,P90/P10 ratio on adjusted household after-tax income,3029.5,4.9,,14.5,
2021,Riding Mountain West,2021A00054616020,Total - Population in private households,3030.1,1435,,1360,
2021,Riding Mountain West,2021A00054616020,Gini index on adjusted household market income,3030.2,0.421,,0.404,
2021,Riding Mountain West,2021A00054616020,Gini index on adjusted household total income,3030.3,0.324,,0.333,
