REF_DATE,GEO,DGUID,Inequality measures (5),Coordinate,Year (2):2020[1],Symbol,Year (2):2015[2],Symbol
2021,Napierville,2021A00052468030,Total - Population in private households,1768.1,3870,,3800,
2021,Napierville,2021A00052468030,Gini index on adjusted household market income,1768.2,0.375,,0.377,
2021,Napierville,2021A00052468030,Gini index on adjusted household total income,1768.3,0.255,,0.276,
2021,Napierville,2021A00052468030,Gini index on adjusted household after-tax income,1768.4,0.220,,0.240,
2021,Napierville,2021A00052468030,P90/P10 ratio on adjusted household after-tax income,1768.5,2.7,,3.0,
2021,Saint-Cyprien-de-Napierville,2021A00052468035,Total - Population in private households,1769.1,1735,,1930,
2021,Saint-Cyprien-de-Napierville,2021A00052468035,Gini index on adjusted household market income,1769.2,0.382,,0.382,
2021,Saint-Cyprien-de-Napierville,2021A00052468035,Gini index on adjusted household total income,1769.3,0.266,,0.294,
2021,Saint-Cyprien-de-Napierville,2021A00052468035,Gini index on adjusted household after-tax income,1769.4,0.231,,0.260,
2021,Saint-Cyprien-de-Napierville,2021A00052468035,P90/P10 ratio on adjusted household after-tax income,1769.5,2.8,,3.2,
2021,Saint-Jacques-le-Mineur,2021A00052468040,Total - Population in private households,1770.1,1745,,1560,
2021,Saint-Jacques-le-Mineur,2021A00052468040,Gini index on adjusted household market income,1770.2,0.345,,0.380,
2021,Saint-Jacques-le-Mineur,2021A00052468040,Gini index on adjusted household total income,1770.3,0.243,,0.280,
2021,Saint-Jacques-le-Mineur,2021A00052468040,Gini index on adjusted household after-tax income,1770.4,0.214,,0.244,
2021,Saint-Jacques-le-Mineur,2021A00052468040,P90/P10 ratio on adjusted household after-tax income,1770.5,2.7,,3.1,
2021,Saint-Édouard,2021A00052468045,Total - Population in private households,1771.1,1335,,1325,
2021,Saint-Édouard,2021A00052468045,Gini index on adjusted household market income,1771.2,0.364,,0.383,
2021,Saint-Édouard,2021A00052468045,Gini index on adjusted household total income,1771.3,0.254,,0.282,
2021,Saint-Édouard,2021A00052468045,Gini index on adjusted household after-tax income,1771.4,0.221,,0.244,
2021,Saint-Édouard,2021A00052468045,P90/P10 ratio on adjusted household after-tax income,1771.5,2.8,,3.0,
2021,Saint-Michel,2021A00052468050,Total - Population in private households,1772.1,3345,,3165,
2021,Saint-Michel,2021A00052468050,Gini index on adjusted household market income,1772.2,0.362,,0.351,
2021,Saint-Michel,2021A00052468050,Gini index on adjusted household total income,1772.3,0.266,,0.274,
2021,Saint-Michel,2021A00052468050,Gini index on adjusted household after-tax income,1772.4,0.230,,0.239,
2021,Saint-Michel,2021A00052468050,P90/P10 ratio on adjusted household after-tax income,1772.5,3.0,,2.9,
2021,Saint-Rémi,2021A00052468055,Total - Population in private households,1773.1,8545,,7800,
2021,Saint-Rémi,2021A00052468055,Gini index on adjusted household market income,1773.2,0.393,,0.400,
2021,Saint-Rémi,2021A00052468055,Gini index on adjusted household total income,1773.3,0.270,,0.292,
2021,Saint-Rémi,2021A00052468055,Gini index on adjusted household after-tax income,1773.4,0.233,,0.253,
2021,Saint-Rémi,2021A00052468055,P90/P10 ratio on adjusted household after-tax income,1773.5,2.9,,3.1,
2021,Le Haut-Saint-Laurent,2021A00032469,Total - Population in private households,1774.1,21905,,22045,
2021,Le Haut-Saint-Laurent,2021A00032469,Gini index on adjusted household market income,1774.2,0.455,,0.474,
2021,Le Haut-Saint-Laurent,2021A00032469,Gini index on adjusted household total income,1774.3,0.292,,0.332,
2021,Le Haut-Saint-Laurent,2021A00032469,Gini index on adjusted household after-tax income,1774.4,0.253,,0.291,
2021,Le Haut-Saint-Laurent,2021A00032469,P90/P10 ratio on adjusted household after-tax income,1774.5,3.2,,3.7,
2021,Havelock,2021A00052469005,Total - Population in private households,1775.1,755,,735,
2021,Havelock,2021A00052469005,Gini index on adjusted household market income,1775.2,0.453,,0.493,
2021,Havelock,2021A00052469005,Gini index on adjusted household total income,1775.3,0.296,,0.338,
2021,Havelock,2021A00052469005,Gini index on adjusted household after-tax income,1775.4,0.254,,0.289,
2021,Havelock,2021A00052469005,P90/P10 ratio on adjusted household after-tax income,1775.5,3.1,,3.5,
2021,Franklin,2021A00052469010,Total - Population in private households,1776.1,1625,,1625,
2021,Franklin,2021A00052469010,Gini index on adjusted household market income,1776.2,0.441,,0.426,
2021,Franklin,2021A00052469010,Gini index on adjusted household total income,1776.3,0.288,,0.297,
2021,Franklin,2021A00052469010,Gini index on adjusted household after-tax income,1776.4,0.247,,0.258,
2021,Franklin,2021A00052469010,P90/P10 ratio on adjusted household after-tax income,1776.5,3.3,,3.2,
2021,Saint-Chrysostome,2021A00052469017,Total - Population in private households,1777.1,2550,,2600,
2021,Saint-Chrysostome,2021A00052469017,Gini index on adjusted household market income,1777.2,0.430,,0.452,
2021,Saint-Chrysostome,2021A00052469017,Gini index on adjusted household total income,1777.3,0.269,,0.311,
2021,Saint-Chrysostome,2021A00052469017,Gini index on adjusted household after-tax income,1777.4,0.237,,0.274,
2021,Saint-Chrysostome,2021A00052469017,P90/P10 ratio on adjusted household after-tax income,1777.5,3.1,,3.4,
2021,Howick,2021A00052469025,Total - Population in private households,1778.1,850,,775,
2021,Howick,2021A00052469025,Gini index on adjusted household market income,1778.2,0.373,,0.420,
2021,Howick,2021A00052469025,Gini index on adjusted household total income,1778.3,0.236,,0.290,
2021,Howick,2021A00052469025,Gini index on adjusted household after-tax income,1778.4,0.203,,0.255,
2021,Howick,2021A00052469025,P90/P10 ratio on adjusted household after-tax income,1778.5,2.7,,3.0,
2021,Très-Saint-Sacrement,2021A00052469030,Total - Population in private households,1779.1,1190,,1185,
2021,Très-Saint-Sacrement,2021A00052469030,Gini index on adjusted household market income,1779.2,0.455,,0.434,
2021,Très-Saint-Sacrement,2021A00052469030,Gini index on adjusted household total income,1779.3,0.334,,0.340,
2021,Très-Saint-Sacrement,2021A00052469030,Gini index on adjusted household after-tax income,1779.4,0.279,,0.291,
2021,Très-Saint-Sacrement,2021A00052469030,P90/P10 ratio on adjusted household after-tax income,1779.5,3.2,,3.1,
2021,Ormstown,2021A00052469037,Total - Population in private households,1780.1,3770,,3435,
2021,Ormstown,2021A00052469037,Gini index on adjusted household market income,1780.2,0.439,,0.442,
2021,Ormstown,2021A00052469037,Gini index on adjusted household total income,1780.3,0.283,,0.314,
2021,Ormstown,2021A00052469037,Gini index on adjusted household after-tax income,1780.4,0.245,,0.277,
2021,Ormstown,2021A00052469037,P90/P10 ratio on adjusted household after-tax income,1780.5,3.1,,3.4,
2021,Hinchinbrooke,2021A00052469045,Total - Population in private households,1781.1,2185,,2100,
2021,Hinchinbrooke,2021A00052469045,Gini index on adjusted household market income,1781.2,0.466,,0.484,
2021,Hinchinbrooke,2021A00052469045,Gini index on adjusted household total income,1781.3,0.286,,0.321,
2021,Hinchinbrooke,2021A00052469045,Gini index on adjusted household after-tax income,1781.4,0.254,,0.280,
2021,Hinchinbrooke,2021A00052469045,P90/P10 ratio on adjusted household after-tax income,1781.5,3.0,,3.4,
2021,Elgin,2021A00052469050,Total - Population in private households,1782.1,390,,395,
2021,Elgin,2021A00052469050,Gini index on adjusted household market income,1782.2,0.476,,0.438,
2021,Elgin,2021A00052469050,Gini index on adjusted household total income,1782.3,0.319,,0.317,
2021,Elgin,2021A00052469050,Gini index on adjusted household after-tax income,1782.4,0.268,,0.273,
2021,Elgin,2021A00052469050,P90/P10 ratio on adjusted household after-tax income,1782.5,3.2,,3.6,
2021,Huntingdon,2021A00052469055,Total - Population in private households,1783.1,2440,,2290,
2021,Huntingdon,2021A00052469055,Gini index on adjusted household market income,1783.2,0.508,,0.518,
2021,Huntingdon,2021A00052469055,Gini index on adjusted household total income,1783.3,0.282,,0.309,
2021,Huntingdon,2021A00052469055,Gini index on adjusted household after-tax income,1783.4,0.245,,0.270,
2021,Huntingdon,2021A00052469055,P90/P10 ratio on adjusted household after-tax income,1783.5,3.1,,4.0,
2021,Godmanchester,2021A00052469060,Total - Population in private households,1784.1,1405,,1375,
2021,Godmanchester,2021A00052469060,Gini index on adjusted household market income,1784.2,0.433,,0.444,
2021,Godmanchester,2021A00052469060,Gini index on adjusted household total income,1784.3,0.281,,0.310,
2021,Godmanchester,2021A00052469060,Gini index on adjusted household after-tax income,1784.4,0.246,,0.271,
2021,Godmanchester,2021A00052469060,P90/P10 ratio on adjusted household after-tax income,1784.5,3.1,,3.4,
2021,Sainte-Barbe,2021A00052469065,Total - Population in private households,1785.1,1605,,1325,
2021,Sainte-Barbe,2021A00052469065,Gini index on adjusted household market income,1785.2,0.436,,0.439,
2021,Sainte-Barbe,2021A00052469065,Gini index on adjusted household total income,1785.3,0.304,,0.339,
2021,Sainte-Barbe,2021A00052469065,Gini index on adjusted household after-tax income,1785.4,0.264,,0.292,
2021,Sainte-Barbe,2021A00052469065,P90/P10 ratio on adjusted household after-tax income,1785.5,3.4,,3.5,
2021,Saint-Anicet,2021A00052469070,Total - Population in private households,1786.1,2755,,2610,
2021,Saint-Anicet,2021A00052469070,Gini index on adjusted household market income,1786.2,0.462,,0.488,
2021,Saint-Anicet,2021A00052469070,Gini index on adjusted household total income,1786.3,0.299,,0.338,
2021,Saint-Anicet,2021A00052469070,Gini index on adjusted household after-tax income,1786.4,0.262,,0.292,
2021,Saint-Anicet,2021A00052469070,P90/P10 ratio on adjusted household after-tax income,1786.5,3.3,,3.7,
2021,Dundee,2021A00052469075,Total - Population in private households,1787.1,385,,390,
2021,Dundee,2021A00052469075,Gini index on adjusted household market income,1787.2,0.482,,0.444,
2021,Dundee,2021A00052469075,Gini index on adjusted household total income,1787.3,0.302,,0.281,
2021,Dundee,2021A00052469075,Gini index on adjusted household after-tax income,1787.4,0.261,,0.249,
2021,Dundee,2021A00052469075,P90/P10 ratio on adjusted household after-tax income,1787.5,3.5,,2.7,
2021,Akwesasne,2021A00052469802,Total - Population in private households,1788.1,,x,0,...
2021,Akwesasne,2021A00052469802,Gini index on adjusted household market income,1788.2,,x,0,...
2021,Akwesasne,2021A00052469802,Gini index on adjusted household total income,1788.3,,x,0,...
2021,Akwesasne,2021A00052469802,Gini index on adjusted household after-tax income,1788.4,,x,0,...
2021,Akwesasne,2021A00052469802,P90/P10 ratio on adjusted household after-tax income,1788.5,,x,0,...
2021,Beauharnois-Salaberry,2021A00032470,Total - Population in private households,1789.1,66595,,62230,
2021,Beauharnois-Salaberry,2021A00032470,Gini index on adjusted household market income,1789.2,0.427,,0.433,
2021,Beauharnois-Salaberry,2021A00032470,Gini index on adjusted household total income,1789.3,0.281,,0.307,
2021,Beauharnois-Salaberry,2021A00032470,Gini index on adjusted household after-tax income,1789.4,0.244,,0.267,
2021,Beauharnois-Salaberry,2021A00032470,P90/P10 ratio on adjusted household after-tax income,1789.5,3.1,,3.5,
2021,Saint-Urbain-Premier,2021A00052470005,Total - Population in private households,1790.1,1330,,1260,
2021,Saint-Urbain-Premier,2021A00052470005,Gini index on adjusted household market income,1790.2,0.398,,0.407,
2021,Saint-Urbain-Premier,2021A00052470005,Gini index on adjusted household total income,1790.3,0.288,,0.309,
2021,Saint-Urbain-Premier,2021A00052470005,Gini index on adjusted household after-tax income,1790.4,0.253,,0.265,
2021,Saint-Urbain-Premier,2021A00052470005,P90/P10 ratio on adjusted household after-tax income,1790.5,3.0,,3.4,
2021,Sainte-Martine,2021A00052470012,Total - Population in private households,1791.1,5650,,5455,
2021,Sainte-Martine,2021A00052470012,Gini index on adjusted household market income,1791.2,0.396,,0.375,
2021,Sainte-Martine,2021A00052470012,Gini index on adjusted household total income,1791.3,0.275,,0.282,
2021,Sainte-Martine,2021A00052470012,Gini index on adjusted household after-tax income,1791.4,0.238,,0.243,
2021,Sainte-Martine,2021A00052470012,P90/P10 ratio on adjusted household after-tax income,1791.5,2.9,,3.0,
2021,Beauharnois,2021A00052470022,Total - Population in private households,1792.1,13520,,12645,
2021,Beauharnois,2021A00052470022,Gini index on adjusted household market income,1792.2,0.410,,0.424,
2021,Beauharnois,2021A00052470022,Gini index on adjusted household total income,1792.3,0.270,,0.300,
2021,Beauharnois,2021A00052470022,Gini index on adjusted household after-tax income,1792.4,0.235,,0.261,
2021,Beauharnois,2021A00052470022,P90/P10 ratio on adjusted household after-tax income,1792.5,3.0,,3.4,
2021,Saint-Étienne-de-Beauharnois,2021A00052470030,Total - Population in private households,1793.1,1100,,830,
2021,Saint-Étienne-de-Beauharnois,2021A00052470030,Gini index on adjusted household market income,1793.2,0.346,,0.345,
2021,Saint-Étienne-de-Beauharnois,2021A00052470030,Gini index on adjusted household total income,1793.3,0.253,,0.269,
2021,Saint-Étienne-de-Beauharnois,2021A00052470030,Gini index on adjusted household after-tax income,1793.4,0.228,,0.234,
2021,Saint-Étienne-de-Beauharnois,2021A00052470030,P90/P10 ratio on adjusted household after-tax income,1793.5,2.9,,2.9,
2021,Saint-Louis-de-Gonzague,2021A00052470035,Total - Population in private households,1794.1,1950,,1475,
2021,Saint-Louis-de-Gonzague,2021A00052470035,Gini index on adjusted household market income,1794.2,0.354,,0.358,
2021,Saint-Louis-de-Gonzague,2021A00052470035,Gini index on adjusted household total income,1794.3,0.254,,0.274,
2021,Saint-Louis-de-Gonzague,2021A00052470035,Gini index on adjusted household after-tax income,1794.4,0.221,,0.239,
2021,Saint-Louis-de-Gonzague,2021A00052470035,P90/P10 ratio on adjusted household after-tax income,1794.5,2.9,,2.9,
2021,Saint-Stanislas-de-Kostka,2021A00052470040,Total - Population in private households,1795.1,1840,,1655,
2021,Saint-Stanislas-de-Kostka,2021A00052470040,Gini index on adjusted household market income,1795.2,0.433,,0.414,
2021,Saint-Stanislas-de-Kostka,2021A00052470040,Gini index on adjusted household total income,1795.3,0.309,,0.304,
2021,Saint-Stanislas-de-Kostka,2021A00052470040,Gini index on adjusted household after-tax income,1795.4,0.262,,0.261,
2021,Saint-Stanislas-de-Kostka,2021A00052470040,P90/P10 ratio on adjusted household after-tax income,1795.5,3.0,,3.4,
2021,Salaberry-de-Valleyfield,2021A00052470052,Total - Population in private households,1796.1,41200,,38915,
2021,Salaberry-de-Valleyfield,2021A00052470052,Gini index on adjusted household market income,1796.2,0.441,,0.449,
2021,Salaberry-de-Valleyfield,2021A00052470052,Gini index on adjusted household total income,1796.3,0.283,,0.313,
2021,Salaberry-de-Valleyfield,2021A00052470052,Gini index on adjusted household after-tax income,1796.4,0.246,,0.273,
2021,Salaberry-de-Valleyfield,2021A00052470052,P90/P10 ratio on adjusted household after-tax income,1796.5,3.2,,3.6,
2021,Vaudreuil-Soulanges,2021A00032471,Total - Population in private households,1797.1,160390,,147355,
2021,Vaudreuil-Soulanges,2021A00032471,Gini index on adjusted household market income,1797.2,0.396,,0.386,
2021,Vaudreuil-Soulanges,2021A00032471,Gini index on adjusted household total income,1797.3,0.294,,0.314,
2021,Vaudreuil-Soulanges,2021A00032471,Gini index on adjusted household after-tax income,1797.4,0.250,,0.270,
2021,Vaudreuil-Soulanges,2021A00032471,P90/P10 ratio on adjusted household after-tax income,1797.5,3.0,,3.2,
2021,Rivière-Beaudette,2021A00052471005,Total - Population in private households,1798.1,2470,,2075,
2021,Rivière-Beaudette,2021A00052471005,Gini index on adjusted household market income,1798.2,0.390,,0.402,
2021,Rivière-Beaudette,2021A00052471005,Gini index on adjusted household total income,1798.3,0.276,,0.297,
2021,Rivière-Beaudette,2021A00052471005,Gini index on adjusted household after-tax income,1798.4,0.237,,0.254,
2021,Rivière-Beaudette,2021A00052471005,P90/P10 ratio on adjusted household after-tax income,1798.5,3.0,,3.2,
2021,Saint-Télesphore,2021A00052471015,Total - Population in private households,1799.1,755,,760,
2021,Saint-Télesphore,2021A00052471015,Gini index on adjusted household market income,1799.2,0.443,,0.377,
2021,Saint-Télesphore,2021A00052471015,Gini index on adjusted household total income,1799.3,0.297,,0.273,
2021,Saint-Télesphore,2021A00052471015,Gini index on adjusted household after-tax income,1799.4,0.264,,0.238,
2021,Saint-Télesphore,2021A00052471015,P90/P10 ratio on adjusted household after-tax income,1799.5,3.7,,3.0,
2021,Saint-Polycarpe,2021A00052471020,Total - Population in private households,1800.1,2365,,2180,
2021,Saint-Polycarpe,2021A00052471020,Gini index on adjusted household market income,1800.2,0.389,,0.361,
2021,Saint-Polycarpe,2021A00052471020,Gini index on adjusted household total income,1800.3,0.256,,0.258,
2021,Saint-Polycarpe,2021A00052471020,Gini index on adjusted household after-tax income,1800.4,0.222,,0.224,
2021,Saint-Polycarpe,2021A00052471020,P90/P10 ratio on adjusted household after-tax income,1800.5,2.8,,2.9,
2021,Saint-Zotique,2021A00052471025,Total - Population in private households,1801.1,9580,,7920,
2021,Saint-Zotique,2021A00052471025,Gini index on adjusted household market income,1801.2,0.376,,0.367,
2021,Saint-Zotique,2021A00052471025,Gini index on adjusted household total income,1801.3,0.266,,0.281,
2021,Saint-Zotique,2021A00052471025,Gini index on adjusted household after-tax income,1801.4,0.231,,0.243,
2021,Saint-Zotique,2021A00052471025,P90/P10 ratio on adjusted household after-tax income,1801.5,2.8,,2.8,
2021,Les Coteaux,2021A00052471033,Total - Population in private households,1802.1,5620,,5340,
2021,Les Coteaux,2021A00052471033,Gini index on adjusted household market income,1802.2,0.360,,0.355,
2021,Les Coteaux,2021A00052471033,Gini index on adjusted household total income,1802.3,0.250,,0.265,
2021,Les Coteaux,2021A00052471033,Gini index on adjusted household after-tax income,1802.4,0.218,,0.231,
2021,Les Coteaux,2021A00052471033,P90/P10 ratio on adjusted household after-tax income,1802.5,2.7,,2.9,
2021,Coteau-du-Lac,2021A00052471040,Total - Population in private households,1803.1,7195,,6805,
2021,Coteau-du-Lac,2021A00052471040,Gini index on adjusted household market income,1803.2,0.378,,0.368,
2021,Coteau-du-Lac,2021A00052471040,Gini index on adjusted household total income,1803.3,0.284,,0.297,
2021,Coteau-du-Lac,2021A00052471040,Gini index on adjusted household after-tax income,1803.4,0.241,,0.257,
2021,Coteau-du-Lac,2021A00052471040,P90/P10 ratio on adjusted household after-tax income,1803.5,2.9,,3.1,
2021,Saint-Clet,2021A00052471045,Total - Population in private households,1804.1,1700,,1760,
2021,Saint-Clet,2021A00052471045,Gini index on adjusted household market income,1804.2,0.367,,0.357,
2021,Saint-Clet,2021A00052471045,Gini index on adjusted household total income,1804.3,0.245,,0.263,
2021,Saint-Clet,2021A00052471045,Gini index on adjusted household after-tax income,1804.4,0.217,,0.229,
2021,Saint-Clet,2021A00052471045,P90/P10 ratio on adjusted household after-tax income,1804.5,2.9,,3.0,
2021,Les Cèdres,2021A00052471050,Total - Population in private households,1805.1,7150,,6745,
2021,Les Cèdres,2021A00052471050,Gini index on adjusted household market income,1805.2,0.337,,0.330,
2021,Les Cèdres,2021A00052471050,Gini index on adjusted household total income,1805.3,0.242,,0.261,
2021,Les Cèdres,2021A00052471050,Gini index on adjusted household after-tax income,1805.4,0.211,,0.228,
2021,Les Cèdres,2021A00052471050,P90/P10 ratio on adjusted household after-tax income,1805.5,2.6,,2.8,
2021,Pointe-des-Cascades,2021A00052471055,Total - Population in private households,1806.1,1770,,1460,
2021,Pointe-des-Cascades,2021A00052471055,Gini index on adjusted household market income,1806.2,0.338,,0.351,
2021,Pointe-des-Cascades,2021A00052471055,Gini index on adjusted household total income,1806.3,0.242,,0.275,
2021,Pointe-des-Cascades,2021A00052471055,Gini index on adjusted household after-tax income,1806.4,0.216,,0.242,
2021,Pointe-des-Cascades,2021A00052471055,P90/P10 ratio on adjusted household after-tax income,1806.5,2.9,,3.2,
2021,L'Île-Perrot,2021A00052471060,Total - Population in private households,1807.1,11180,,10650,
2021,L'Île-Perrot,2021A00052471060,Gini index on adjusted household market income,1807.2,0.398,,0.387,
2021,L'Île-Perrot,2021A00052471060,Gini index on adjusted household total income,1807.3,0.279,,0.299,
2021,L'Île-Perrot,2021A00052471060,Gini index on adjusted household after-tax income,1807.4,0.243,,0.259,
2021,L'Île-Perrot,2021A00052471060,P90/P10 ratio on adjusted household after-tax income,1807.5,3.1,,3.2,
2021,Notre-Dame-de-l'Île-Perrot,2021A00052471065,Total - Population in private households,1808.1,11420,,10635,
2021,Notre-Dame-de-l'Île-Perrot,2021A00052471065,Gini index on adjusted household market income,1808.2,0.366,,0.356,
2021,Notre-Dame-de-l'Île-Perrot,2021A00052471065,Gini index on adjusted household total income,1808.3,0.286,,0.302,
2021,Notre-Dame-de-l'Île-Perrot,2021A00052471065,Gini index on adjusted household after-tax income,1808.4,0.245,,0.260,
2021,Notre-Dame-de-l'Île-Perrot,2021A00052471065,P90/P10 ratio on adjusted household after-tax income,1808.5,3.0,,3.2,
2021,Pincourt,2021A00052471070,Total - Population in private households,1809.1,14700,,14495,
2021,Pincourt,2021A00052471070,Gini index on adjusted household market income,1809.2,0.367,,0.346,
2021,Pincourt,2021A00052471070,Gini index on adjusted household total income,1809.3,0.266,,0.275,
2021,Pincourt,2021A00052471070,Gini index on adjusted household after-tax income,1809.4,0.229,,0.238,
2021,Pincourt,2021A00052471070,P90/P10 ratio on adjusted household after-tax income,1809.5,2.8,,2.9,
2021,Terrasse-Vaudreuil,2021A00052471075,Total - Population in private households,1810.1,1890,,1985,
2021,Terrasse-Vaudreuil,2021A00052471075,Gini index on adjusted household market income,1810.2,0.372,,0.354,
2021,Terrasse-Vaudreuil,2021A00052471075,Gini index on adjusted household total income,1810.3,0.260,,0.278,
2021,Terrasse-Vaudreuil,2021A00052471075,Gini index on adjusted household after-tax income,1810.4,0.224,,0.241,
2021,Terrasse-Vaudreuil,2021A00052471075,P90/P10 ratio on adjusted household after-tax income,1810.5,2.8,,3.0,
2021,Vaudreuil-Dorion,2021A00052471083,Total - Population in private households,1811.1,42190,,36995,
2021,Vaudreuil-Dorion,2021A00052471083,Gini index on adjusted household market income,1811.2,0.378,,0.358,
2021,Vaudreuil-Dorion,2021A00052471083,Gini index on adjusted household total income,1811.3,0.269,,0.285,
2021,Vaudreuil-Dorion,2021A00052471083,Gini index on adjusted household after-tax income,1811.4,0.231,,0.246,
2021,Vaudreuil-Dorion,2021A00052471083,P90/P10 ratio on adjusted household after-tax income,1811.5,2.8,,3.0,
2021,Vaudreuil-sur-le-Lac,2021A00052471090,Total - Population in private households,1812.1,1360,,1340,
2021,Vaudreuil-sur-le-Lac,2021A00052471090,Gini index on adjusted household market income,1812.2,0.406,,0.391,
2021,Vaudreuil-sur-le-Lac,2021A00052471090,Gini index on adjusted household total income,1812.3,0.330,,0.341,
2021,Vaudreuil-sur-le-Lac,2021A00052471090,Gini index on adjusted household after-tax income,1812.4,0.283,,0.302,
2021,Vaudreuil-sur-le-Lac,2021A00052471090,P90/P10 ratio on adjusted household after-tax income,1812.5,3.3,,3.5,
2021,L'Île-Cadieux,2021A00052471095,Total - Population in private households,1813.1,,x,,x
2021,L'Île-Cadieux,2021A00052471095,Gini index on adjusted household market income,1813.2,,x,,x
2021,L'Île-Cadieux,2021A00052471095,Gini index on adjusted household total income,1813.3,,x,,x
2021,L'Île-Cadieux,2021A00052471095,Gini index on adjusted household after-tax income,1813.4,,x,,x
2021,L'Île-Cadieux,2021A00052471095,P90/P10 ratio on adjusted household after-tax income,1813.5,,x,,x
2021,Hudson,2021A00052471100,Total - Population in private households,1814.1,5410,,5185,
2021,Hudson,2021A00052471100,Gini index on adjusted household market income,1814.2,0.511,,0.544,
2021,Hudson,2021A00052471100,Gini index on adjusted household total income,1814.3,0.424,,0.486,
2021,Hudson,2021A00052471100,Gini index on adjusted household after-tax income,1814.4,0.357,,0.420,
2021,Hudson,2021A00052471100,P90/P10 ratio on adjusted household after-tax income,1814.5,4.5,,5.2,
2021,Saint-Lazare,2021A00052471105,Total - Population in private households,1815.1,22350,,19890,
2021,Saint-Lazare,2021A00052471105,Gini index on adjusted household market income,1815.2,0.384,,0.370,
2021,Saint-Lazare,2021A00052471105,Gini index on adjusted household total income,1815.3,0.306,,0.321,
2021,Saint-Lazare,2021A00052471105,Gini index on adjusted household after-tax income,1815.4,0.259,,0.276,
2021,Saint-Lazare,2021A00052471105,P90/P10 ratio on adjusted household after-tax income,1815.5,3.1,,3.4,
2021,Sainte-Marthe,2021A00052471110,Total - Population in private households,1816.1,1010,,1080,
2021,Sainte-Marthe,2021A00052471110,Gini index on adjusted household market income,1816.2,0.455,,0.395,
2021,Sainte-Marthe,2021A00052471110,Gini index on adjusted household total income,1816.3,0.348,,0.311,
2021,Sainte-Marthe,2021A00052471110,Gini index on adjusted household after-tax income,1816.4,0.286,,0.271,
2021,Sainte-Marthe,2021A00052471110,P90/P10 ratio on adjusted household after-tax income,1816.5,3.3,,3.3,
2021,Sainte-Justine-de-Newton,2021A00052471115,Total - Population in private households,1817.1,940,,920,
2021,Sainte-Justine-de-Newton,2021A00052471115,Gini index on adjusted household market income,1817.2,0.412,,0.405,
2021,Sainte-Justine-de-Newton,2021A00052471115,Gini index on adjusted household total income,1817.3,0.261,,0.293,
2021,Sainte-Justine-de-Newton,2021A00052471115,Gini index on adjusted household after-tax income,1817.4,0.230,,0.250,
2021,Sainte-Justine-de-Newton,2021A00052471115,P90/P10 ratio on adjusted household after-tax income,1817.5,3.0,,3.0,
2021,Très-Saint-Rédempteur,2021A00052471125,Total - Population in private households,1818.1,980,,900,
2021,Très-Saint-Rédempteur,2021A00052471125,Gini index on adjusted household market income,1818.2,0.377,,0.346,
2021,Très-Saint-Rédempteur,2021A00052471125,Gini index on adjusted household total income,1818.3,0.265,,0.268,
2021,Très-Saint-Rédempteur,2021A00052471125,Gini index on adjusted household after-tax income,1818.4,0.227,,0.236,
2021,Très-Saint-Rédempteur,2021A00052471125,P90/P10 ratio on adjusted household after-tax income,1818.5,2.8,,3.0,
2021,Rigaud,2021A00052471133,Total - Population in private households,1819.1,7650,,7525,
2021,Rigaud,2021A00052471133,Gini index on adjusted household market income,1819.2,0.428,,0.434,
2021,Rigaud,2021A00052471133,Gini index on adjusted household total income,1819.3,0.306,,0.339,
2021,Rigaud,2021A00052471133,Gini index on adjusted household after-tax income,1819.4,0.262,,0.292,
2021,Rigaud,2021A00052471133,P90/P10 ratio on adjusted household after-tax income,1819.5,3.2,,3.4,
2021,Pointe-Fortune,2021A00052471140,Total - Population in private households,1820.1,585,,580,
2021,Pointe-Fortune,2021A00052471140,Gini index on adjusted household market income,1820.2,0.386,,0.402,
2021,Pointe-Fortune,2021A00052471140,Gini index on adjusted household total income,1820.3,0.268,,0.310,
2021,Pointe-Fortune,2021A00052471140,Gini index on adjusted household after-tax income,1820.4,0.238,,0.270,
2021,Pointe-Fortune,2021A00052471140,P90/P10 ratio on adjusted household after-tax income,1820.5,3.3,,3.4,
2021,Deux-Montagnes,2021A00032472,Total - Population in private households,1821.1,100490,,97135,
2021,Deux-Montagnes,2021A00032472,Gini index on adjusted household market income,1821.2,0.387,,0.376,
2021,Deux-Montagnes,2021A00032472,Gini index on adjusted household total income,1821.3,0.272,,0.288,
2021,Deux-Montagnes,2021A00032472,Gini index on adjusted household after-tax income,1821.4,0.234,,0.250,
2021,Deux-Montagnes,2021A00032472,P90/P10 ratio on adjusted household after-tax income,1821.5,2.9,,3.1,
2021,Saint-Eustache,2021A00052472005,Total - Population in private households,1822.1,44275,,43285,
2021,Saint-Eustache,2021A00052472005,Gini index on adjusted household market income,1822.2,0.395,,0.385,
2021,Saint-Eustache,2021A00052472005,Gini index on adjusted household total income,1822.3,0.273,,0.292,
2021,Saint-Eustache,2021A00052472005,Gini index on adjusted household after-tax income,1822.4,0.235,,0.254,
2021,Saint-Eustache,2021A00052472005,P90/P10 ratio on adjusted household after-tax income,1822.5,3.0,,3.2,
2021,Deux-Montagnes,2021A00052472010,Total - Population in private households,1823.1,17600,,17395,
2021,Deux-Montagnes,2021A00052472010,Gini index on adjusted household market income,1823.2,0.398,,0.378,
2021,Deux-Montagnes,2021A00052472010,Gini index on adjusted household total income,1823.3,0.283,,0.296,
